commonName,yearDeployed,project,toppID,serialNumber,isDrifter,time,longitude,latitude,LC,
,,,,,,UTC,degrees_east,degrees_north,,
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-04T00:58:35Z,57.664,37.112,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-04T01:22:01Z,57.66101,37.11,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-04T02:28:07Z,57.681,37.108,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-05T00:38:54Z,57.66501,37.112,"1
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-05T04:46:24Z,57.679,37.114,"1
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-05T06:26:15Z,57.675,37.112,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-06T01:46:24Z,57.676,37.114,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-06T02:07:30Z,57.677,37.115,"1
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-06T05:22:58Z,57.687,37.11,"0
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-07T00:12:11Z,57.539,37.029,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-07T01:51:33Z,57.627,37.124,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-08T00:01:24Z,57.64801,37.073,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-08T00:58:35Z,57.655,37.11,"1
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-08T01:44:03Z,57.67401,37.111,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-08T02:36:05Z,57.642,37.121,"0
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-09T03:41:43Z,57.672,37.113,"3
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-09T04:19:41Z,57.65,37.12,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-09T05:05:09Z,57.66101,37.114,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-09T09:37:30Z,57.617,37.085,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T01:00:00Z,57.67801,37.113,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T01:02:48Z,57.676,37.112,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T02:36:33Z,57.67401,37.114,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T03:48:45Z,57.672,37.112,"3
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T03:57:39Z,57.67,37.112,"3
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T05:37:58Z,57.672,37.111,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-12T10:44:31Z,57.657,37.04,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-13T00:36:05Z,57.302,36.971,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-13T02:11:43Z,57.219,36.931,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-14T12:04:41Z,55.757,37.425,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-16T11:34:13Z,54.728,37.742,"B
",25.046
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-17T19:38:54Z,52.97299,39.22,"B
",22.826999999999998
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-19T17:17:48Z,51.668,40.33,"1
",22.279
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-19T23:24:50Z,51.542,40.43,"1
",22.91
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-21T19:05:09Z,50.435,41.349,"0
",23.142
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-21T19:58:35Z,50.522,41.351,"1
",23.428
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-21T20:29:31Z,50.532,41.35,"B
",23.476
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-22T01:54:22Z,50.416,41.45,"A
",23.813
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-22T03:32:20Z,50.42,41.485,"A
",23.998
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-24T04:11:15Z,49.049,42.696,"B
",24.883
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-24T06:36:05Z,49.015,42.7,"B
",24.903
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-25T19:23:54Z,48.306,43.524,"0
",25.82
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-26T21:14:31Z,47.597,43.898,"1
",28.037
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-26T21:30:28Z,47.592,43.901,"B
",28.022
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-26T22:55:18Z,47.574,43.897,"2
",28.034
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-27T02:36:05Z,47.578,43.917,"3
",28.073999999999998
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-27T03:05:37Z,47.572,43.912,"A
",28.048000000000002
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-27T15:20:37Z,47.379,44.116,"B
",28.3
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-27T22:39:22Z,47.081,44.289,"B
",28.282
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-29T02:21:33Z,46.618,44.898,"B
",27.898
Northern Elephant Seal,2014,1,2014005,101165,0,2015-06-30T01:57:11Z,46.152,45.264,"B
",27.695
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-01T13:31:24Z,46.137,45.426,"B
",27.155
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-03T14:31:52Z,42.875,46.409,"0
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-03T15:44:31Z,42.851,46.381,"2
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-03T15:55:18Z,42.854,46.384,"A
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-04T06:34:41Z,42.415,46.579,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-07T06:22:30Z,40.073,47.113,"B
",-2
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-07T19:21:05Z,39.45,47.258,"2
",25.378
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-07T20:15:28Z,39.452,47.26,"A
",25.378
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-07T20:52:01Z,39.454,47.26,"B
",25.378
Northern Elephant Seal,2014,1,2014005,101165,0,2015-07-07T21:02:48Z,39.458,47.257,"3
",25.765
