commonName,yearDeployed,project,toppID,serialNumber,isDrifter,time,longitude,latitude,LC,,,,
,,,,,,UTC,degrees_east,degrees_north,,,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T01:15:28Z,1.173,42.69,"1
",26.777,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T03:15:28Z,1.176,42.74,"2
",26.701999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T04:49:41Z,1.102,42.695,"B
",26.844,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T08:56:43Z,1.057,42.791,"B
",26.67,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T10:51:33Z,1.046,42.786,"B
",26.743,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T21:28:35Z,1.204,42.806,"A
",26.398,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-26T23:10:46Z,1.127,42.779,"A
",26.516,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-27T07:14:31Z,1.146,42.86,"B
",26.141,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-27T22:49:41Z,1.291,42.872,"B
",26.147,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T02:27:39Z,1.441,42.936,"A
",26.22,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T07:24:22Z,1.621,42.979,"1
",24.549,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T10:14:03Z,1.631,43.061,"B
",23.981,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T14:19:13Z,1.658,43.191,"A
",23.991,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T16:05:09Z,1.71,43.235,"A
",23.945,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-28T17:58:35Z,1.755,43.302,"0
",23.768,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-29T00:15:00Z,1.758,43.489,"0
",23.525,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-29T08:11:43Z,1.752,43.404,"B
",23.664,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-29T13:08:54Z,1.85,43.459,"B
",23.272,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-29T14:12:11Z,1.814,43.515,"A
",23.298000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-29T22:03:16Z,1.783,43.75,"B
",22.775,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-30T06:38:26Z,1.91,43.899,"A
",22.544,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-30T20:24:50Z,2.324,43.793,"0
",22.659,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T02:53:54Z,2.516,43.595,"1
",22.511,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T04:29:31Z,2.643,43.602,"0
",22.511,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T09:13:07Z,2.278,43.529,"B
",22.402,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T13:47:20Z,2.609,43.298,"B
",22.432,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T18:27:11Z,2.71,43.208,"0
",22.304,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-08-31T20:07:01Z,2.761,43.182,"B
",22.285,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-01T01:54:50Z,2.946,43.068,"A
",20.724,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-01T06:01:24Z,3.111,42.969,"B
",20.897,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-02T00:01:24Z,3.129,43.057,"A
",20.112000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-02T14:06:33Z,2.949,43.371,"B
",20.166,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-02T20:40:18Z,3.439,43.421,"1
",21.843,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-03T01:36:05Z,3.294,43.333,"A
",19.814999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-03T02:36:33Z,3.398,43.288,"0
",19.779,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-03T08:01:24Z,3.321,43.281,"0
",19.826999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-03T13:52:58Z,3.286,43.462,"B
",19.779,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-03T18:54:22Z,3.252,43.532,"0
",19.806,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T01:21:05Z,3.5,43.708,"B
",20.159,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T06:19:41Z,3.498,43.794,"A
",19.846,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T07:07:58Z,3.506,43.818,"1
",19.779,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T09:22:30Z,3.646,43.861,"A
",19.506999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T13:40:46Z,3.267,43.897,"A
",19.695,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T15:24:22Z,3.384,43.894,"B
",19.671,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T16:29:31Z,3.368,43.906,"B
",19.631999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-04T18:30:00Z,3.459,43.984,"B
",19.36,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-05T02:33:16Z,3.483,44.012,"0
",19.463,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-05T16:28:07Z,3.445,44.017,"1
",19.463,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-06T16:01:52Z,3.113,44.273,"A
",20.88,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-06T17:37:58Z,3.047,44.282,"A
",20.826999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-06T20:57:39Z,3.091,44.215,"1
",20.829,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-07T10:03:45Z,2.876,44.023,"B
",20.607,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-07T13:13:35Z,2.794,44.113,"2
",20.904,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T01:43:07Z,2.776,44.04,"A
",21.227,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T08:06:33Z,2.907,43.914,"0
",21.093,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T12:57:11Z,2.881,43.933,"1
",21.089,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T14:41:15Z,2.943,43.964,"1
",21.1,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T18:41:15Z,2.965,43.949,"3
",21.093,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-08T22:48:16Z,2.929,43.956,"2
",21.204,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T01:30:00Z,2.932,43.965,"2
",21.204,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T02:04:41Z,2.911,43.948,"0
",21.184,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T02:37:30Z,2.927,43.942,"1
",21.164,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T03:11:15Z,2.916,43.919,"1
",21.128,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T07:49:13Z,2.831,43.974,"0
",21.224,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T18:19:13Z,2.516,43.982,"A
",21.245,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-09T21:53:26Z,2.505,43.979,"B
",21.409,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T00:21:33Z,2.544,43.971,"A
",21.362000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T01:22:58Z,2.574,43.989,"A
",21.445999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T07:30:56Z,2.855,43.986,"B
",21.409,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T13:44:31Z,2.806,44.029,"A
",21.579,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T17:46:52Z,2.719,44.061,"A
",21.723,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-10T21:34:41Z,2.659,44.103,"1
",21.844,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-11T03:28:07Z,2.665,44.137,"A
",21.965,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-11T09:04:13Z,2.699,44.141,"B
",22.093,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T04:39:22Z,2.504,44.081,"B
",21.122,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T08:09:22Z,2.515,44.026,"B
",21.124,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T12:15:28Z,2.504,44.033,"0
",21.124,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T16:45:56Z,2.501,44.007,"A
",21.058,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T18:49:13Z,2.496,43.968,"0
",20.942999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T22:14:03Z,2.553,43.958,"0
",20.197,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-12T22:49:41Z,2.52,43.974,"A
",20.187,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-13T04:30:56Z,2.692,43.99,"0
",20.155,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-13T07:49:13Z,2.629,43.952,"B
",20.207,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-13T08:41:15Z,2.626,43.942,"1
",20.217,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-13T20:16:24Z,2.656,43.945,"A
",20.207,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-14T06:45:00Z,2.44,43.778,"A
",19.924,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-14T13:35:09Z,2.551,43.849,"A
",19.963,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-14T16:05:09Z,2.583,43.867,"0
",19.932,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-15T05:22:30Z,2.498,43.67,"A
",19.276,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-15T13:22:01Z,2.709,43.764,"B
",19.302,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-15T21:10:18Z,2.583,43.785,"A
",19.259,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-15T23:15:00Z,2.549,43.855,"A
",19.274,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-16T00:16:52Z,2.617,43.832,"A
",19.252,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-16T03:38:54Z,2.71,43.81,"B
",19.258,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-16T04:43:07Z,2.656,43.819,"0
",19.252,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-16T07:01:52Z,2.705,43.813,"B
",19.252,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-16T08:35:09Z,2.773,43.849,"A
",19.274,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T00:45:00Z,2.619,43.821,"0
",19.278,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T01:44:31Z,2.541,43.815,"2
",19.278,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T02:43:07Z,2.515,43.852,"0
",19.29,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T04:33:45Z,2.524,43.85,"B
",19.29,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T13:05:09Z,2.49,43.857,"B
",19.289,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T14:42:11Z,2.459,43.886,"B
",19.28,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T15:40:46Z,2.5,43.946,"B
",19.237000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-17T22:17:20Z,2.199,43.814,"B
",19.490000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T03:57:11Z,2.516,43.881,"A
",18.968,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T05:52:58Z,2.445,43.873,"A
",18.904,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T07:30:56Z,2.501,43.882,"1
",18.968,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T07:55:46Z,2.493,43.867,"0
",18.904,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T09:39:50Z,2.39,43.903,"B
",18.873,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T14:37:30Z,2.432,43.837,"B
",18.981,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T17:49:13Z,2.477,43.832,"0
",-1,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-18T19:42:11Z,2.552,43.813,"A
",-1,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T03:05:09Z,2.439,43.939,"B
",18.455,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T03:34:41Z,2.419,43.923,"A
",18.459,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T05:27:11Z,2.541,43.954,"0
",18.455,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T09:07:30Z,2.52,43.912,"B
",18.466,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T12:39:50Z,2.528,43.85,"A
",18.641,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T17:35:37Z,2.359,43.861,"B
",18.63,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-19T19:03:45Z,2.311,43.888,"A
",18.599,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-20T07:19:41Z,2.325,44.03,"B
",20.204,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-20T09:00:56Z,2.231,44.053,"B
",19.776,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-20T21:08:26Z,2.198,44.076,"1
",19.781,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-21T08:44:03Z,2.314,44.08,"A
",19.988,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-21T20:07:01Z,1.831,44.508,"B
",19.167,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-22T06:46:52Z,2.244,44.112,"A
",20.081,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-22T13:52:01Z,2.252,44.012,"1
",19.682,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-22T17:55:18Z,2.194,43.997,"A
",19.651,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-22T23:36:33Z,1.942,43.85,"A
",19.715,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-23T11:59:03Z,2.296,44.145,"A
",20.306,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-23T14:41:43Z,2.185,44.027,"1
",20.07,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-24T00:24:50Z,2.109,43.912,"A
",19.97,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-24T07:29:31Z,2.402,44.035,"0
",20.131,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-24T13:28:07Z,2.288,44.004,"A
",20.088,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-24T15:09:50Z,2.364,44.053,"B
",20.063,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-24T16:10:46Z,2.261,44.007,"A
",20.088,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-25T06:23:26Z,2.27,43.951,"A
",20.188,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-25T07:07:58Z,2.21,43.928,"A
",20.103,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-25T07:54:50Z,2.21,43.941,"0
",20.083,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-25T08:50:09Z,2.176,43.946,"0
",20.058,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T01:34:13Z,2.344,43.69,"0
",18.778,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T03:16:52Z,2.318,43.626,"0
",18.75,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T07:19:13Z,2.377,43.548,"A
",18.68,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T08:13:07Z,2.423,43.515,"A
",18.618,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T09:50:09Z,2.453,43.503,"A
",18.58,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T19:51:33Z,2.643,43.347,"A
",18.724,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T20:24:50Z,2.665,43.336,"B
",18.721,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-27T21:29:31Z,2.728,43.288,"A
",18.823,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-28T03:01:52Z,2.72,43.276,"0
",18.809,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-28T07:53:54Z,2.762,43.304,"B
",18.884,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-29T02:45:56Z,2.635,43.684,"B
",18.453,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-30T00:57:39Z,2.071,43.66,"0
",19.000999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-30T07:07:30Z,2.024,43.557,"1
",18.758,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-30T14:07:58Z,1.801,43.493,"0
",18.924,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-09-30T15:05:37Z,1.836,43.46,"B
",18.859,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-01T05:15:28Z,1.97,43.669,"B
",18.854,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-01T16:32:48Z,2.02,43.868,"A
",19.195999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-01T17:36:05Z,1.963,43.818,"A
",18.982,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-01T22:19:13Z,1.817,43.941,"B
",19.113,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-02T06:30:28Z,2.024,43.94,"0
",19.536,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-02T06:57:39Z,1.991,43.933,"A
",19.548000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-02T22:12:11Z,1.992,44.056,"B
",19.752,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-02T23:45:00Z,2.027,44.037,"B
",19.668,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-03T02:52:30Z,2.078,44.113,"B
",19.273,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-03T04:32:48Z,2.089,44.08,"B
",19.432,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-03T09:20:37Z,2.025,43.994,"A
",19.558,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-03T18:53:54Z,1.75,44.139,"B
",19.259,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-03T21:42:11Z,1.871,43.955,"B
",19.175,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-04T16:22:30Z,1.611,43.891,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-04T21:25:18Z,1.628,43.923,"0
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-04T23:04:41Z,1.815,43.91,"A
",19.166,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-05T02:30:28Z,1.7,43.864,"B
",18.941,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-05T03:32:20Z,1.766,43.88,"A
",19.07,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-05T07:28:35Z,1.845,43.822,"0
",19.16,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-05T22:33:45Z,1.788,43.805,"B
",19.192999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T02:25:18Z,1.54,43.818,"A
",19.073999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T04:59:31Z,1.775,43.927,"B
",19.228,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T13:03:16Z,1.759,44.045,"A
",19.326,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T13:58:35Z,1.762,44.077,"A
",19.303,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T19:40:46Z,1.787,44.151,"A
",19.13,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-06T23:47:48Z,1.723,44.224,"B
",19.481,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-07T02:12:11Z,1.63,44.219,"A
",19.401,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-07T12:52:58Z,1.65,44.278,"B
",19.689999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-07T16:49:41Z,1.566,44.246,"0
",19.131999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-07T23:33:16Z,1.628,44.201,"B
",19.492,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-08T01:17:20Z,1.595,44.231,"B
",19.416,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-08T02:29:03Z,1.489,44.183,"B
",19.332,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-08T04:11:15Z,1.477,44.218,"A
",19.32,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-08T06:12:11Z,1.263,44.139,"B
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-08T16:23:26Z,1.486,44.101,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-09T01:01:52Z,1.6,44.074,"A
",19.665,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-09T08:24:22Z,1.687,44.107,"B
",19.741,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-09T14:10:46Z,1.701,44.117,"B
",19.740000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-09T15:04:41Z,1.598,44.147,"B
",19.857,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-09T20:52:01Z,1.867,43.995,"B
",19.98,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-10T02:31:24Z,1.639,44.211,"B
",20.015,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-10T06:38:54Z,1.54,44.142,"A
",19.701,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-10T07:00:00Z,1.5,44.129,"0
",19.745,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-10T14:55:46Z,1.415,44.069,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-10T22:40:18Z,1.323,44.082,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-11T02:53:54Z,1.205,44.073,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-11T08:02:48Z,1.527,44.098,"B
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-11T13:51:33Z,1.738,43.997,"B
",19.649,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-11T22:14:03Z,1.571,43.923,"A
",-2,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-12T16:27:11Z,1.772,43.834,"B
",19.806,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-12T21:50:09Z,1.709,43.853,"A
",19.781,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-13T07:35:09Z,1.68,43.878,"0
",19.404,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-13T14:16:24Z,2.042,43.87,"A
",20.345,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-13T19:18:16Z,1.898,43.858,"B
",19.66,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-13T19:59:03Z,1.973,43.828,"1
",-1,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T01:50:37Z,2.045,43.787,"1
",19.894,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T07:29:03Z,2.177,43.825,"2
",19.755,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T09:00:28Z,2.311,43.847,"A
",19.682,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T10:36:05Z,2.296,43.845,"B
",19.682,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T14:52:30Z,2.371,43.896,"B
",19.743000000000002,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T15:51:33Z,2.405,43.879,"2
",19.67,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-14T17:16:52Z,2.443,43.869,"0
",19.766,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-15T04:39:50Z,2.727,43.837,"B
",18.978,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-15T05:11:43Z,2.746,43.832,"A
",19.003999999999998,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-15T07:13:07Z,2.814,43.811,"0
",18.989,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-15T08:39:22Z,2.71,43.771,"0
",18.965,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-15T15:38:54Z,3.079,43.796,"1
",18.984,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T07:07:30Z,3.498,43.882,"B
",18.105,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T15:27:39Z,3.69,43.859,"A
",18.236,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T16:29:03Z,3.755,43.859,"A
",18.289,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T17:05:09Z,3.754,43.866,"B
",18.297,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T20:28:07Z,3.933,43.944,"B
",18.241,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-16T21:05:37Z,3.855,43.923,"0
",18.117,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-17T01:18:45Z,3.948,44.003,"A
",18.793,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-17T13:34:13Z,4.188,44.008,"B
",18.799,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-17T16:05:09Z,4.173,43.989,"0
",18.79,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-18T01:52:01Z,4.056,44.02,"A
",18.156,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-18T05:06:33Z,4.245,44.029,"B
",18.116,,,
Northern Elephant Seal,2011,1,2011006,101164,0,2012-10-19T00:00:56Z,4.458,44.055,"B
",18.173000000000002,,,
