Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-03T21:04:13Z,34.236,45.77,"B
",-255.743,17.257
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-03T22:44:03Z,34.176,45.774,"A
",-255.743,17.257
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-04T00:25:46Z,34.015,45.698,"A
",-255.743,17.257
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-04T02:00:56Z,34.082,45.805,"A
",-255.743,17.257
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-04T08:43:35Z,33.843,45.863,"0
",-255.68,17.32
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-04T14:36:33Z,33.675,45.869,"A
",-255.68,17.32
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-04T21:04:13Z,33.476,45.834,"0
",-255.25,17.75
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-05T00:03:45Z,33.276,45.823,"0
",-254.838,18.162
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-05T05:40:46Z,33.452,45.849,"B
",-255.25,17.75
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-05T10:58:07Z,32.945,45.916,"B
",-255.649,17.351
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-05T14:50:37Z,32.872,45.916,"A
",-255.649,17.351
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-05T23:53:54Z,32.577,45.998,"A
",-255.824,17.176
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-06T01:34:13Z,32.565,46.046,"1
",-255.815,17.185
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-06T06:16:24Z,32.318,46.089,"0
",-255.905,17.095
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-06T07:05:37Z,32.368,46.099,"2
",-255.928,17.072
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-06T19:15:56Z,32.068,46.187,"0
",-255.863,17.137
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-06T22:14:03Z,31.869,46.186,"1
",-255.895,17.105
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-07T01:12:39Z,31.84,46.221,"A
",-255.844,17.156
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-08T06:15:00Z,31.591,46.493,"A
",-255.759,17.241
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-08T18:32:20Z,31.207,46.533,"B
",-256.04,16.96
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-08T20:10:46Z,31.217,46.587,"A
",-256.04,16.96
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T02:05:09Z,30.79,46.433,"B
",-256.771,16.229
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T12:48:45Z,31.1,46.746,"0
",-256.402,16.598
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T13:31:24Z,31.076,46.743,"1
",-256.402,16.598
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T18:17:20Z,31.197,46.805,"B
",-256.402,16.598
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T19:59:03Z,31.075,46.848,"0
",-256.402,16.598
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-09T23:25:46Z,31.047,47.055,"B
",-256.393,16.607
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-10T03:17:20Z,30.94,46.898,"1
",-256.393,16.607
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-10T17:05:37Z,30.703,47.119,"0
",-256.863,16.137
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-10T19:45:28Z,30.743,47.162,"0
",-256.863,16.137
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-10T21:26:43Z,30.598,47.211,"B
",-256.498,16.502
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-10T23:07:30Z,30.704,47.18,"A
",-256.498,16.502
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T00:43:07Z,30.589,47.184,"B
",-256.498,16.502
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T07:03:45Z,30.474,47.262,"A
",-256.46,16.54
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T11:30:00Z,30.65,47.322,"B
",-256.498,16.502
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T16:41:15Z,30.715,47.464,"A
",-256.498,16.502
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T17:53:26Z,30.804,47.455,"B
",-256.451,16.549
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T21:08:54Z,30.677,47.648,"B
",-256.216,16.784
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-11T22:50:09Z,30.74,47.544,"B
",-256.216,16.784
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-12T00:28:07Z,30.735,47.539,"A
",-256.216,16.784
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-12T02:30:56Z,30.727,47.483,"B
",-256.216,16.784
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-12T06:42:39Z,30.435,47.485,"A
",-256.463,16.537
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-12T07:05:09Z,30.437,47.493,"A
",-256.463,16.537
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-12T11:16:24Z,30.35,47.471,"0
",-256.288,16.712
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-13T08:01:52Z,29.89,47.373,"0
",-256.336,16.664
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-13T14:15:28Z,29.855,47.306,"A
",-256.336,16.664
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-13T21:11:15Z,29.673,47.196,"B
",-256.284,16.716
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-14T00:14:31Z,29.517,47.128,"0
",-256.284,16.716
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-14T05:28:07Z,29.486,47.047,"1
",-256.144,16.856
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-14T07:34:13Z,29.433,46.943,"B
",-256.084,16.916
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-15T00:09:50Z,29.225,46.751,"B
",-256.055,16.945
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-15T08:04:41Z,29.068,46.566,"B
",-256.517,16.483
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-15T10:45:28Z,29.054,46.592,"B
",-256.517,16.483
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-15T16:14:31Z,28.805,46.686,"B
",-256.494,16.506
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T00:53:54Z,28.747,46.925,"B
",-256.413,16.587
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T04:25:18Z,28.641,46.873,"A
",-256.399,16.601
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T14:41:43Z,28.732,47.037,"B
",-256.413,16.587
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T19:13:07Z,28.642,47.097,"A
",-256.399,16.601
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T20:50:37Z,28.624,47.14,"1
",-256.397,16.603
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-16T22:00:28Z,28.715,47.174,"A
",-256.374,16.626
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-17T00:24:50Z,28.572,47.23,"B
",-256.351,16.649
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-17T01:12:11Z,28.559,47.215,"A
",-256.351,16.649
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-17T16:54:50Z,28.375,47.486,"A
",-256.256,16.744
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T01:01:24Z,28.14,47.535,"A
",-256.228,16.772
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T02:40:18Z,28.017,47.56,"0
",-256.134,16.866
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T07:11:43Z,28.094,47.651,"B
",-256.227,16.773
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T07:36:33Z,28.053,47.679,"B
",-256.227,16.773
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T08:01:24Z,28.013,47.701,"0
",-256.097,16.903
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T11:45:56Z,27.993,47.733,"B
",-256.034,16.966
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T13:15:56Z,27.955,47.721,"B
",-255.951,17.049
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T16:28:35Z,27.654,47.78,"A
",-255.938,17.062
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T18:28:35Z,27.853,47.672,"0
",-255.873,17.127
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-18T23:13:07Z,27.799,47.68,"B
",-255.942,17.058
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-19T09:02:48Z,27.682,47.424,"B
",-255.917,17.083
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-19T13:19:41Z,27.602,47.312,"1
",-255.862,17.138
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-19T14:48:45Z,27.705,47.292,"A
",-255.886,17.114
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-19T19:39:22Z,27.85,47.282,"B
",-255.826,17.174
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-19T21:20:09Z,27.789,47.309,"B
",-255.974,17.026
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-20T04:00:28Z,28.038,47.394,"A
",-256.1,16.9
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-20T05:24:22Z,28.087,47.411,"B
",-256.107,16.893
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-20T08:49:41Z,28.073,47.365,"A
",-256.107,16.893
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-21T00:41:43Z,28.542,47.273,"0
",-255.739,17.261
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-21T06:14:31Z,28.62,47.064,"A
",-255.739,17.261
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-21T11:13:07Z,29.107,47.219,"A
",-255.813,17.187
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-21T14:52:01Z,29.057,47.131,"A
",-255.813,17.187
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T00:15:56Z,29.359,47.224,"0
",-255.368,17.632
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T01:52:58Z,29.52,47.314,"0
",-255.497,17.503
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T12:49:13Z,29.61,47.357,"1
",-255.497,17.503
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T18:46:24Z,29.735,47.331,"B
",-255.497,17.503
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T20:29:03Z,29.767,47.342,"1
",-255.497,17.503
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T20:56:43Z,29.828,47.351,"0
",-255.497,17.503
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T21:22:58Z,29.814,47.387,"A
",-255.475,17.525
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-22T22:37:58Z,29.873,47.356,"2
",-255.475,17.525
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-23T04:07:01Z,29.992,47.248,"A
",-255.475,17.525
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-23T04:35:09Z,30.021,47.253,"0
",-255.475,17.525
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-23T08:10:18Z,30.031,47.137,"1
",-255.475,17.525
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-23T19:26:43Z,30.554,46.887,"B
",-255.957,17.043
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-24T05:14:31Z,30.531,46.913,"A
",-255.877,17.123
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T04:42:11Z,30.712,47.038,"A
",-255.897,17.103
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T06:04:41Z,30.765,47.015,"A
",-255.897,17.103
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T10:37:01Z,30.838,46.98,"B
",-255.653,17.347
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T13:53:26Z,30.722,47.056,"A
",-255.897,17.103
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T20:01:52Z,31.127,46.984,"0
",-255.336,17.664
